year,id,work_status,hours_worked_last_week,works_for,marital_status,siblings,children,age,age_when_firstchild_born,years_education,degree,major,sex,race,residence_type,family_living_location_when_sixteen,family_income_when_sixteen,born_in_US,number_grandparents_born_outside_US,total_family_income,region_of_interview,party_id,remember_voting_in_2016,Hillary_or_Trump,if_you__would_have_ voted_who_for,political_views,money_space_exploration_program,money_improve_protect_environment,money_improve_protect_health,money_helping_bigcities,money_decrease_crime,money_addressing_drug_addiction,money_improving_education,money_improving_conditions_blacks,money_national_defense,money_on_foreign_aid,money_on_welfare,should_gov_reduce_income_inequality,permit_to_buy_gun,should be legal_marijuana,attend_religious_services,happiness,personal_health,sex_education_public_schools,premarital_sex,sometimes_hard_spanking_child_necessary,gun_in_home,read_newspaper
2022,75,other,NA,someone else,never married,2,0,57,NA,18,graduate,health,FEMALE,BLACK,large city (over 250k),middle atlantic,average,no,4,$15k to $17.5k,middle atlantic,Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,every week,not too happy,poor,in favor,not wrong at all,disagree,no,few times a week
2022,76,full time,37,someone else,divorced,36,4,55,28,12,high school,NA,MALE,BLACK,small city or town,foreign,average,no,4,$50k to $60k,middle atlantic,Democrat,voted,Clinton,NA,NA,NA,about right,too little,about right,too little,too little,about right,too little,about right,too little,about right,NA,NA,should be legal,about once or twice a year,not too happy,fair,in favor,not wrong at all,agree,NA,less than once a week
2022,77,in school,NA,someone else,widowed,4,4,86,16,9,less than high school,NA,FEMALE,BLACK,large city (over 250k),middle atlantic,far above average,yes,NA,NA,middle atlantic,Democrat,voted,Clinton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,favor,NA,every week,not too happy,poor,NA,NA,NA,no,NA
2022,78,full time,40,someone else,never married,3,0,31,NA,20,bachelors,criminology/criminal science,FEMALE,BLACK,large city (over 250k),middle atlantic,average,no,4,$35k to $40k,middle atlantic,Independent,did not vote,NA,Clinton,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,never,pretty happy,fair,in favor,not wrong at all,disagree,no,never
2022,79,keeping house,NA,someone else,divorced,1,2,62,19,12,high school,NA,FEMALE,WHITE,large city (over 250k),middle atlantic,below average,yes,4,$40k to $50k,middle atlantic,Republican,NA,NA,NA,slightly conservative,about right,about right,too little,too little,too little,about right,too little,NA,about right,too much,too much,4,NA,NA,several times a year,very happy,excellent,in favor,not wrong at all,agree,NA,never
2022,80,full time,40,someone else,never married,6,0,23,NA,17,bachelors,biology,FEMALE,BLACK,large city (over 250k),foreign,below average,no,4,NA,middle atlantic,Democrat,voted,Clinton,NA,NA,too little,too little,too little,too little,too little,too little,too little,too little,about right,too much,too little,1,NA,NA,never,NA,fair,in favor,not wrong at all,disagree,NA,never
2022,81,full time,40,someone else,married,8,0,NA,NA,16,bachelors,NA,FEMALE,BLACK,medium-sized city (50-250k),foreign,average,NA,NA,$90k to $110k,middle atlantic,Democrat,voted,Clinton,NA,moderate/middle of road,too much,about right,too little,too little,too little,about right,too little,too little,too little,about right,too little,2,NA,NA,NA,very happy,excellent,in favor,not wrong at all,strongly agree,NA,never
2022,82,full time,30,someone else,never married,4,0,22,NA,14,high school,NA,FEMALE,BLACK,suburb near large city,south atlantic,far below average,yes,0,$30k-$35k,middle atlantic,Independent/Democrat,ineligible,NA,Clinton,liberal,too much,too little,too little,too little,about right,NA,too little,too little,too much,NA,too little,1,favor,should be legal,about once or twice a year,not too happy,fair,NA,NA,NA,no,NA
2022,83,full time,40,someone else,married,3,1,44,28,15,associate,education,MALE,WHITE,medium-sized city (50-250k),south atlantic,below average,yes,0,$130k to $150k,middle atlantic,Democrat,voted,Clinton,NA,extremely liberal,too little,too little,too little,too little,too much,too little,too little,too little,too much,too much,too little,1,NA,NA,less than once a year,pretty happy,good,in favor,not wrong at all,strongly disagree,NA,few times a week
2022,84,full time,30,someone else,never married,2,0,24,NA,15,high school,NA,FEMALE,OTHER,large city (over 250k),middle atlantic,far below average,no,4,$30k-$35k,middle atlantic,Independent,did not vote,NA,Trump,moderate/middle of road,too much,too little,too little,too little,NA,too little,too little,too little,too much,too much,too little,1,NA,should be legal,never,pretty happy,good,in favor,not wrong at all,strongly agree,NA,never
2022,85,keeping house,NA,someone else,never married,3,2,37,31,18,graduate,urban and regional planning,MALE,BLACK,large city (over 250k),middle atlantic,average,yes,4,$110k to $130k,middle atlantic,Democrat,voted,Clinton,NA,liberal,too little,too little,too little,too little,too much,too little,too little,too little,too much,too little,too little,NA,favor,NA,several times a year,pretty happy,good,in favor,not wrong at all,disagree,no,every day
2022,86,full time,80,self-employed,divorced,3,4,79,17,20,graduate,general sciences,MALE,WHITE,small city or town,new england,average,yes,2,$110k to $130k,middle atlantic,Independent/Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,never,pretty happy,excellent,in favor,not wrong at all,strongly disagree,no,every day
2022,87,keeping house,NA,NA,never married,3,0,22,NA,15,high school,NA,MALE,BLACK,large city (over 250k),middle atlantic,below average,yes,4,$15k to $17.5k,middle atlantic,Democrat,ineligible,NA,Clinton,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,should not be legal,never,very happy,fair,in favor,not wrong at all,disagree,NA,never
2022,88,keeping house,NA,someone else,never married,1,0,34,NA,16,bachelors,television/film,MALE,OTHER,large city (over 250k),pacific,above average,no,3,$60k to $75k,middle atlantic,Independent/Democrat,voted,Clinton,NA,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,never,not too happy,fair,in favor,not wrong at all,agree,no,once a week
2022,89,full time,40,someone else,never married,1,0,26,NA,16,bachelors,journalism,MALE,BLACK,medium-sized city (50-250k),south atlantic,below average,yes,0,$110k to $130k,middle atlantic,Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,never,pretty happy,excellent,in favor,not wrong at all,strongly disagree,NA,never
2022,90,full time,45,someone else,never married,2,0,29,NA,17,graduate,engineering,MALE,NA,medium-sized city (50-250k),new england,above average,no,2,$40k to $50k,middle atlantic,Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,should be legal,less than once a year,pretty happy,excellent,in favor,not wrong at all,strongly disagree,NA,never
2022,91,full time,20,someone else,married,3,1,36,35,16,bachelors,fashion,FEMALE,WHITE,small city or town,new england,average,yes,0,"$170,000 or over",middle atlantic,Independent/Democrat,voted,Clinton,NA,liberal,too much,too little,too little,too little,too little,too little,too little,too little,too much,too little,too little,NA,favor,NA,never,very happy,excellent,in favor,not wrong at all,strongly disagree,no,every day
2022,92,part time,25,self-employed,never married,3,0,29,NA,15,high school,NA,FEMALE,BLACK,suburb near large city,west south central,average,yes,3,NA,middle atlantic,Independent/Democrat,voted,Clinton,NA,slightly liberal,too much,too little,too little,too little,too little,too little,too little,too little,too much,too little,too little,NA,favor,NA,about once or twice a year,pretty happy,excellent,in favor,not wrong at all,strongly disagree,no,few times a week
2022,93,keeping house,NA,someone else,never married,4,0,47,NA,12,high school,NA,MALE,OTHER,large city (over 250k),middle atlantic,far below average,yes,0,$90k to $110k,middle atlantic,Republican,voted,Trump,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,should be legal,about once or twice a year,not too happy,fair,oppose,not wrong at all,disagree,NA,never
2022,94,full time,40,someone else,never married,7,0,58,NA,16,bachelors,counseling,FEMALE,BLACK,large city (over 250k),middle atlantic,far above average,yes,2,$50k to $60k,middle atlantic,Independent/Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,should be legal,every week,very happy,excellent,in favor,not wrong at all,disagree,NA,never
2022,95,part time,20,self-employed,never married,2,0,46,NA,16,bachelors,anthropology,MALE,WHITE,medium-sized city (50-250k),south atlantic,above average,yes,2,$40k to $50k,middle atlantic,Democrat,voted,Clinton,NA,liberal,about right,too little,too little,too little,about right,too little,too little,too little,too much,about right,too little,1,NA,NA,never,not too happy,good,in favor,not wrong at all,disagree,NA,every day
2022,96,full time,40,someone else,never married,1,0,29,NA,16,bachelors,communications/speech,FEMALE,OTHER,large city (over 250k),pacific,above average,yes,4,$90k to $110k,middle atlantic,Independent/Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,never,pretty happy,good,in favor,not wrong at all,NA,no,less than once a week
2022,97,full time,45,someone else,married,2,2,46,41,16,high school,NA,FEMALE,WHITE,large city (over 250k),middle atlantic,average,yes,4,$60k to $75k,middle atlantic,Republican,voted,Trump,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,2-3 times a month,pretty happy,good,oppose,not wrong at all,agree,NA,few times a week
2022,98,in school,NA,someone else,separated,6,2,71,19,14,associate,computer science,MALE,WHITE,medium-sized city (50-250k),foreign,average,no,4,NA,middle atlantic,Democrat,voted,Clinton,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,favor,NA,about once or twice a year,very happy,good,NA,NA,NA,no,NA
2022,99,full time,40,someone else,married,1,2,28,23,16,bachelors,psychology,MALE,OTHER,medium-sized city (50-250k),middle atlantic,average,yes,4,$35k to $40k,middle atlantic,Independent,voted,Clinton,NA,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,several times a year,pretty happy,good,in favor,not wrong at all,disagree,NA,few times a week
2022,100,full time,40,someone else,never married,4,0,38,NA,16,bachelors,computer science,FEMALE,WHITE,large city (over 250k),middle atlantic,average,no,4,NA,middle atlantic,Independent/Republican,voted,Trump,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,about once a month,pretty happy,good,in favor,not wrong at all,NA,no,never
2022,101,full time,45,someone else,never married,7,0,25,NA,14,associate,criminology/criminal science,MALE,BLACK,large city (over 250k),middle atlantic,below average,yes,4,$50k to $60k,middle atlantic,Democrat,did not vote,NA,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,favor,should be legal,never,pretty happy,good,NA,NA,NA,no,NA
2022,102,full time,40,someone else,never married,3,0,34,NA,16,bachelors,biology,FEMALE,WHITE,large city (over 250k),middle atlantic,average,yes,NA,$60k to $75k,middle atlantic,Independent,voted,Clinton,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,favor,NA,never,pretty happy,good,NA,NA,NA,no,NA
2022,103,part time,26,someone else,never married,5,3,26,17,14,associate,accounting/bookkeeping,FEMALE,OTHER,large city (over 250k),middle atlantic,below average,yes,4,$17.5k to $20k,middle atlantic,Independent/Democrat,voted,Clinton,NA,moderate/middle of road,about right,too little,too little,too little,too little,too little,too little,too little,about right,about right,about right,1,favor,NA,several times a year,pretty happy,good,NA,NA,NA,no,NA
2022,104,full time,40,someone else,separated,1,1,63,49,16,bachelors,fine arts,MALE,WHITE,large city (over 250k),middle atlantic,average,yes,0,$60k to $75k,middle atlantic,Democrat,voted,Trump,NA,slightly conservative,about right,too much,too little,too little,too little,too little,too little,NA,about right,too much,NA,5,NA,should not be legal,several times a week,not too happy,fair,in favor,not wrong at all,agree,NA,every day
2022,105,part time,8,someone else,married,0,1,82,42,16,bachelors,mathematics,MALE,WHITE,large city (over 250k),middle atlantic,average,yes,4,$50k to $60k,middle atlantic,Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,favor,should not be legal,about once or twice a year,NA,fair,NA,NA,NA,no,NA
2022,106,full time,33,someone else,never married,2,0,47,NA,18,graduate,education,MALE,WHITE,suburb near large city,middle atlantic,above average,yes,3,$130k to $150k,middle atlantic,Republican,voted,Trump,NA,conservative,too little,about right,too little,too little,too little,too little,too little,too much,too little,too much,too much,NA,favor,NA,less than once a year,pretty happy,good,in favor,not wrong at all,agree,no,few times a week
2022,107,full time,70,someone else,married,1,2,40,35,16,bachelors,business administration,MALE,WHITE,small city or town,middle atlantic,average,yes,0,"$170,000 or over",middle atlantic,Independent,voted,NA,NA,moderate/middle of road,too little,too little,too little,too much,too little,too little,too little,too little,too much,too much,about right,4,NA,NA,several times a year,pretty happy,good,in favor,not wrong at all,agree,NA,every day
2022,108,in school,NA,someone else,married,9,0,71,NA,17,bachelors,engineering,MALE,OTHER,suburb near large city,foreign,below average,no,4,$130k to $150k,middle atlantic,Independent,voted,Trump,NA,moderate/middle of road,about right,too little,about right,about right,too little,too little,about right,about right,about right,too much,about right,4,favor,NA,2-3 times a month,pretty happy,good,NA,NA,NA,no,NA
2022,109,in school,NA,someone else,married,2,3,63,22,13,high school,NA,FEMALE,WHITE,suburb near large city,middle atlantic,above average,yes,2,NA,middle atlantic,Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,about once or twice a year,pretty happy,good,oppose,not wrong at all,disagree,NA,never
2022,110,keeping house,NA,someone else,widowed,5,7,89,23,15,high school,NA,FEMALE,WHITE,suburb near large city,middle atlantic,average,yes,0,$20k to $22.5k,middle atlantic,Democrat,voted,Clinton,NA,moderate/middle of road,too much,too little,about right,too little,too little,about right,too little,too little,about right,too much,about right,NA,favor,NA,about once or twice a year,pretty happy,fair,oppose,wrong only sometimes,disagree,no,every day
2022,111,full time,60,self-employed,married,3,3,61,25,16,high school,NA,MALE,WHITE,small city or town,middle atlantic,average,yes,0,NA,middle atlantic,Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,every week,very happy,good,in favor,always wrong,disagree,NA,never
2022,112,on leave,NA,someone else,married,4,3,52,26,12,high school,NA,MALE,OTHER,suburb near large city,middle atlantic,far below average,yes,4,$35k to $40k,middle atlantic,Independent/Democrat,did not vote,NA,Clinton,slightly liberal,too much,too little,too little,too little,too little,too little,too little,about right,too little,too much,too little,NA,favor,NA,less than once a year,very happy,good,in favor,not wrong at all,agree,no,less than once a week
2022,113,full time,48,someone else,never married,6,0,48,NA,15,associate,health,MALE,BLACK,suburb near large city,middle atlantic,average,yes,0,$150k to $$35k to $40k0k,middle atlantic,Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,favor,should be legal,never,not too happy,good,NA,NA,NA,no,NA
2022,114,full time,50,someone else,never married,1,0,40,NA,16,bachelors,computer science,MALE,WHITE,medium-sized city (50-250k),middle atlantic,above average,yes,2,$110k to $130k,middle atlantic,Independent/Democrat,voted,Clinton,NA,liberal,too little,too little,too little,about right,too much,too little,too little,too little,too much,about right,too little,2,NA,should be legal,about once or twice a year,pretty happy,good,in favor,not wrong at all,disagree,NA,never
2022,115,full time,40,someone else,married,5,1,NA,36,15,high school,NA,MALE,BLACK,large city (over 250k),foreign,NA,no,4,NA,middle atlantic,Democrat,did not vote,NA,Clinton,liberal,too much,too little,about right,too little,too little,NA,too little,too little,about right,about right,too much,NA,oppose,NA,never,very happy,excellent,oppose,not wrong at all,agree,no,few times a week
2022,116,full time,40,someone else,married,11,3,44,25,12,less than high school,NA,MALE,WHITE,suburb near large city,foreign,below average,no,4,$75k to $90k,middle atlantic,Independent,ineligible,NA,Trump,slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,never,very happy,good,in favor,almost always wrong,disagree,NA,never
