year,id,work_status,hours_worked_last_week,works_for,marital_status,siblings,children,age,age_when_firstchild_born,years_education,degree,major1,sex,race,residence_type_at16,residence_region_at16,reside_same_state_as16,living_with_parents_at16,family_income_at16,born_in_usa,number_grandparents_born_in_usa,number_in_household,number_in_household_under_six,number_in_household_6to12,number_in_household_13to17,adults,number_in_household_earning_money,total_family_income,region_of_interview,remember_voting_in_2016,Hillary_or_Trump,polviews,spending_on_space_exploration_program,spending_on_environmental_protection,spending_on_national_health,spending_on_bigcity_problems,spending_on_crime,spending_on_drug_addiction,spending_on_education,spending_on_childcare_assistance,spending_on_scientific_research,tax_amount,require_a_permit_before_gun_purchases,should_marijuana_be_legal,religious_preference,happiness,health,how_many_weeks_worked_last_year,ideal_number_children_in_family,sex_ed_in_public_schools,premarital_sex,teen_sex,sometimes_hard_spanking_child_necessary,gun_in_house,adult_hunter_in_household,how_often_read_newspaper,average_day_hours_tv,remember_voting_in_2020,Biden_or_Trump,lonely_without_internet,often_reads_political_opinions_they_disagree_with,often_accesses_nonroutine_political_news_sources,often_tries_to_confirm_info_with_other_sources,how_much_trust_people_met_online_only
2024,54,"unemployed, laid off, looking for work",iap,someone else,never married,6 or more,0,61,iap,6th grade,less than high school,iap,male,black,in open country but not on a farm,northeast,"same state, same city",other,average,yes,none,1,0,0,0,1 adult in household,0,"$3,000 to $3,999",northeast,voted,clinton,extremely liberal,about right,too little,too little,too little,too little,too little,too little,too little,too much,iap,iap,should be legal,protestant,not too happy,good,52,3,oppose,not wrong at all,almost always wrong,disagree,iap,iap,never,10,voted,biden,iap,iap,iap,iap,iap
2024,55,"with a job, but not at work because of temporary illness, vacation, strike",iap,someone else,never married,2,0,56,iap,4 years of college,bachelor's,fine arts,female,other,"in a large city (over 250,000)",northeast,"same state, same city",both own parents,average,no,four,iap,iap,iap,iap,1 adult in household,0,"$10,000 to $14,999",northeast,did not vote,iap,slightly liberal,iap,iap,iap,iap,iap,iap,iap,too little,about right,don't know,favor,iap,protestant,pretty happy,poor,none or zero,2,favor,not wrong at all,wrong only sometimes,agree,no,"no, neither r nor spouse hunts",every day,0 hours,did not vote,iap,neither agree nor disagree,very often,sometimes,often,no trust at all
2024,56,retired,iap,someone else,never married,4,0,72,iap,4 years of college,bachelor's,social sciences,female,white,"in a large city (over 250,000)",midwest,different state,both own parents,above average,yes,none,iap,iap,iap,iap,1 adult in household,1,refused,northeast,voted,clinton,slightly liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,don't know,favor,should be legal,protestant,pretty happy,fair,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,57,keeping house,iap,someone else,married,1,2,no answer,42,12th grade,high school,iap,female,white,"in a large city (over 250,000)",foreign,different state,both own parents,far below average,no,four,4,0,0,0,2,1,skipped on web,northeast,did not vote,iap,skipped on web,too little,about right,too much,too much,too little,too much,too little,too much,too much,too high,favor,iap,protestant,very happy,good,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,58,working full time,skipped on web,someone else,divorced,5,0,49,iap,6 years of college,bachelor's,"public affairs, policy, and social work",female,white,"in a small city or town (under 50,000)",northeast,different state,both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",northeast,voted,clinton,liberal,iap,iap,iap,iap,iap,iap,iap,too little,skipped on web,iap,iap,iap,protestant,pretty happy,good,skipped on web,skipped on web,favor,not wrong at all,skipped on web,skipped on web,iap,iap,every day,skipped on web,voted,biden,iap,iap,iap,iap,iap
2024,59,retired,iap,someone else,married,1,2,78,31,1 year of college,high school,iap,male,white,"in a large city (over 250,000)",northeast,"same state, same city",both own parents,below average,yes,four,iap,iap,iap,iap,2,1,"$25,000 or more",northeast,voted,clinton,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,about right,about right,about right,favor,iap,catholic,not too happy,fair,20,3,favor,not wrong at all,always wrong,disagree,no,"no, neither r nor spouse hunts",a few times a week,5,voted,biden,disagree,never,never,never,don't know
2024,60,"with a job, but not at work because of temporary illness, vacation, strike",iap,someone else,never married,6 or more,1,63,36,1 year of college,high school,iap,female,other,"in a small city or town (under 50,000)",foreign,different state,mother only,far below average,no,four,iap,iap,iap,iap,1 adult in household,0,"$10,000 to $14,999",northeast,voted,clinton,liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,favor,should not be legal,catholic,not too happy,fair,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,61,working full time,50,someone else,never married,1,0,57,iap,6 years of college,graduate,business,female,white,"in a large city (over 250,000)",west,different state,both own parents,average,yes,none,1,0,0,0,1 adult in household,0,"$25,000 or more",northeast,voted,clinton,liberal,too much,too little,too little,too little,too little,too little,about right,about right,too little,iap,iap,iap,none,pretty happy,good,52,2,favor,not wrong at all,not wrong at all,strongly disagree,iap,iap,less than once a week,4,voted,biden,agree,rarely,rarely,sometimes,don't know
2024,62,working full time,40,someone else,never married,1,0,26,iap,4 years of college,bachelor's,business,male,other,"in a small city or town (under 50,000)",northeast,different state,both own parents,above average,no,four,iap,iap,iap,iap,1 adult in household,3 or more,"$25,000 or more",northeast,voted,clinton,slightly liberal,iap,iap,iap,iap,iap,iap,iap,about right,about right,too high,favor,iap,protestant,pretty happy,good,50,2,oppose,not wrong at all,wrong only sometimes,agree,no,"no, neither r nor spouse hunts",never,2,voted,biden,agree,sometimes,often,very often,3
2024,63,retired,iap,someone else,married,2,2,89 or older,24,12th grade,high school,iap,female,white,"in a medium-size city (50,000-250,000)",foreign,different state,both own parents,far above average,no,two,iap,iap,iap,iap,2,2,"$7,000 to $7,999",northeast,skipped on web,skipped on web,conservative,iap,iap,iap,iap,iap,iap,iap,about right,too little,iap,iap,iap,jewish,not too happy,poor,none or zero,2,favor,not wrong at all,almost always wrong,agree,iap,iap,less than once a week,1,skipped on web,skipped on web,iap,iap,iap,iap,iap
2024,64,working full time,40,self-employed,divorced,1,1,79,45 and older,3 years of college,high school,iap,male,white,"in a large city (over 250,000)",northeast,different state,both own parents,above average,yes,two,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",northeast,did not vote,iap,extremely conservative,iap,iap,iap,iap,iap,iap,iap,too much,too much,iap,iap,iap,protestant,very happy,excellent,50,as many as you want,oppose,wrong only sometimes,always wrong,strongly disagree,iap,iap,every day,0 hours,voted,trump,iap,iap,iap,iap,iap
2024,65,working full time,40,someone else,never married,2,0,22,iap,4 years of college,bachelor's,interdisciplinary and multi-disciplinary studies (general),female,white,"in a large city (over 250,000)",northeast,"same state, same city",both own parents,average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",northeast,ineligible,iap,liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,favor,iap,none,very happy,excellent,12,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,66,"unemployed, laid off, looking for work",iap,someone else,married,1,2,49,36,5 years of college,graduate,linguistics and foreign languages,female,other,"in a medium-size city (50,000-250,000)",foreign,different state,both own parents,average,no,four,iap,iap,iap,iap,1 adult in household,2,"$25,000 or more",northeast,voted,clinton,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,favor,iap,catholic,very happy,fair,none or zero,2,favor,not wrong at all,almost always wrong,disagree,no,"no, neither r nor spouse hunts",never,0 hours,voted,biden,agree,rarely,rarely,very often,6
2024,67,working full time,40,someone else,never married,1,no answer,52,no answer,4 years of college,graduate,education administration and teaching,female,white,"in a medium-size city (50,000-250,000)",northeast,"same state, different city",both own parents,average,yes,four,1,0,0,0,1 adult in household,1,refused,northeast,voted,clinton,liberal,about right,too little,too little,too little,too little,too little,too little,too little,too little,too high,favor,iap,catholic,pretty happy,good,38,no answer,favor,not wrong at all,almost always wrong,agree,no,"no, neither r nor spouse hunts",every day,1,voted,biden,disagree,rarely,rarely,rarely,2
2024,68,retired,iap,someone else,divorced,1,0,70,iap,5 years of college,graduate,education administration and teaching,male,white,"in a large city (over 250,000)",northeast,"same state, same city",both own parents,average,yes,four,1,0,0,0,1 adult in household,0,"$25,000 or more",northeast,voted,clinton,slightly liberal,too little,too little,too little,too little,too little,about right,about right,about right,too little,about right,favor,iap,jewish,not too happy,good,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,69,working part time,18,someone else,never married,1,0,23,iap,3 years of college,high school,iap,male,other,"in a large city (over 250,000)",northeast,"same state, same city",both own parents,above average,yes,don't know,7,0,0,0,3,3 or more,iap,northeast,ineligible,iap,liberal,about right,too little,too little,too little,too little,too little,too little,too little,too little,iap,iap,iap,none,pretty happy,excellent,52,as many as you want,favor,not wrong at all,not wrong at all,disagree,iap,iap,never,3,don't know,iap,strongly disagree,often,sometimes,very often,2
2024,70,working part time,16,someone else,never married,1,0,25,iap,4 years of college,high school,iap,female,other,"in a large city (over 250,000)",northeast,"same state, same city",both own parents,average,yes,four,iap,iap,iap,iap,3,3 or more,iap,northeast,ineligible,iap,slightly conservative,iap,iap,iap,iap,iap,iap,iap,too much,too little,too high,favor,iap,hinduism,pretty happy,good,40,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,71,"unemployed, laid off, looking for work",iap,someone else,married,2,2,41,29,5 years of college,graduate,construction services,female,other,"in a large city (over 250,000)",foreign,different state,both own parents,below average,no,don't know,iap,iap,iap,iap,2,1,"$25,000 or more",northeast,did not vote,iap,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,about right,iap,iap,iap,none,pretty happy,good,48,3,favor,wrong only sometimes,always wrong,agree,iap,iap,a few times a week,1,did not vote,iap,iap,iap,iap,iap,iap
2024,72,working part time,5,someone else,never married,1,0,37,iap,4 years of college,bachelor's,"english language, literature, and composition",male,other,"in a large city (over 250,000)",northeast,"same state, same city",mother only,below average,no,four,2,0,0,0,1 adult in household,2,"$25,000 or more",northeast,don't know,iap,slightly conservative,about right,too little,too little,too little,too little,about right,too little,about right,about right,about right,favor,iap,none,not too happy,fair,26,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,73,working full time,50,someone else,married,1,0,32,iap,4 years of college,high school,iap,male,white,"in a medium-size city (50,000-250,000)",northeast,"same state, same city",mother only,average,yes,four,iap,iap,iap,iap,2,don't know,"$3,000 to $3,999",northeast,did not vote,iap,conservative,iap,iap,iap,iap,iap,iap,iap,about right,too little,too high,favor,iap,jewish,pretty happy,good,40,4,favor,not wrong at all,almost always wrong,disagree,no,"no, neither r nor spouse hunts",less than once a week,2,did not vote,iap,can't choose,sometimes,rarely,sometimes,no trust at all
2024,74,working full time,35,someone else,never married,1,0,32,iap,4 years of college,bachelor's,business,male,other,"in a medium-size city (50,000-250,000)",northeast,"same state, same city",both own parents,average,yes,four,2,0,0,0,2,don't know,"$25,000 or more",northeast,voted,trump,liberal,about right,about right,too little,about right,about right,too little,about right,about right,about right,iap,iap,should be legal,hinduism,very happy,fair,52,3,favor,not wrong at all,not wrong at all,strongly disagree,iap,iap,every day,2,did not vote,iap,agree,often,often,often,no trust at all
2024,75,working full time,56,someone else,never married,2,4,54,28,12th grade,high school,iap,male,black,"in a large city (over 250,000)",northeast,"same state, different city",mother only,average,yes,iap,2,0,0,0,2,1,"$25,000 or more",northeast,voted,trump,"moderate, middle of the road",too much,too little,too little,too little,too little,about right,too little,too little,about right,iap,iap,iap,protestant,pretty happy,good,52,as many as you want,favor,not wrong at all,almost always wrong,agree,iap,iap,every day,6,did not vote,iap,disagree,sometimes,sometimes,rarely,4
2024,76,working part time,5,self-employed,never married,0,1,56,45 and older,1 year of college,high school,iap,male,black,"in a large city (over 250,000)",northeast,different state,other,far below average,yes,none,2,0,1,0,1 adult in household,1,"$10,000 to $14,999",northeast,voted,clinton,extremely liberal,too little,too little,too little,too little,too much,too little,too little,too little,too little,about right,favor,iap,orthodox-christian,very happy,excellent,12,as many as you want,favor,not wrong at all,wrong only sometimes,strongly disagree,no,"no, neither r nor spouse hunts",every day,2,voted,biden,neither agree nor disagree,very often,very often,very often,no trust at all
2024,77,working full time,45,someone else,never married,1,0,28,iap,4 years of college,bachelor's,mathematics and statistics,female,white,"in a large city (over 250,000)",south,different state,both own parents,above average,yes,none,2,0,0,0,2,2,"$25,000 or more",northeast,voted,trump,slightly conservative,about right,too little,too little,too little,too little,too little,too little,too little,too little,too high,favor,iap,catholic,pretty happy,good,52,2,favor,not wrong at all,wrong only sometimes,disagree,no,"no, neither r nor spouse hunts",a few times a week,1,voted,biden,disagree,very often,very often,very often,4
